periodo,pais,region,categoria_energia,emisiones_co2_mt,generacion_mwh,intensidad_co2,participacion_generacion,log_generacion,log_emisiones,es_outlier_intensidad,intensidad_co2_ajustada,diferencia_intensidad_promedio,z_intensidad,cuartil_intensidad,cluster_kmeans,cluster_dbscan
2024,Estados Unidos,MO,Fosil,88540992.0,96157420.0,0.9207920927994948,1.0,18.381497208507984,18.298976200475312,False,0.9207920927994948,-0.08270967312296285,-0.08319112004797323,Q3_media_alta,1,0
2024,Estados Unidos,MS,Fosil,55828702.0,126736446.0,0.4405102380731112,1.0,18.657620267696768,17.837798685779006,False,0.4405102380731112,-0.5629915278493465,-0.5662686601321327,Q1_baja,1,0
2024,Estados Unidos,MT,Fosil,23677864.0,22355986.0,1.0591285931204286,1.0,16.922604717872183,16.980051203442407,False,1.0591285931204286,0.05562682719797096,0.05595062686844882,Q3_media_alta,1,0
2024,Estados Unidos,NC,Fosil,82258188.0,145478412.0,0.5654322649603847,1.0,18.79553826930759,18.225373504963787,False,0.5654322649603847,-0.438069500962073,-0.44061947131276546,Q2_media_baja,1,0
2024,Estados Unidos,ND,Fosil,55110322.0,51365332.0,1.0729089028374235,1.0,17.754474047625212,17.824847606847506,False,1.0729089028374235,0.0694071369149658,0.06981115075494079,Q3_media_alta,1,0
2024,Estados Unidos,NE,Fosil,36552076.0,35515186.0,1.02919567984242,1.0,17.38547096578101,17.4142485688109,False,1.02919567984242,0.02569391391996234,0.025843476303431766,Q3_media_alta,1,0
2024,Estados Unidos,NH,Fosil,3890175.0,9159616.0,0.4247093982979199,0.994612362898448,16.030314923549085,15.173964958787078,False,0.4247093982979199,-0.5787923676245377,-0.5821614754337058,Q1_baja,1,0
2024,Estados Unidos,NH,Otra,92693.0,49616.0,1.8682078361818768,0.005387637101552008,10.812088795925902,11.437059024540105,False,1.8682078361818768,0.8647060702594191,0.8697394607063296,Q4_alta,0,1
2024,Estados Unidos,NJ,Fosil,25670012.0,59695317.0,0.43001718208481915,0.9800790931695392,17.904764149826757,17.06083405927493,False,0.43001718208481915,-0.5734845838376386,-0.5768227954277027,Q1_baja,1,0
2024,Estados Unidos,NJ,Otra,2052206.0,1213356.0,1.6913469748367338,0.019920906830460747,14.00890145624909,14.534426357378019,False,1.6913469748367338,0.6878452089142761,0.6918491052931504,Q4_alta,0,1
2024,Estados Unidos,NM,Fosil,18933535.0,31728191.0,0.5967417114956223,1.0,17.27271618116062,16.75644529919133,False,0.5967417114956223,-0.4067600544268354,-0.4091277747916555,Q2_media_baja,1,0
2024,Estados Unidos,NV,Fosil,26092882.0,54656820.0,0.47739480635719383,0.6279781941244545,17.816584577241215,17.07717315311609,False,0.47739480635719383,-0.5261069595652639,-0.5291693894884567,Q2_media_baja,1,0
2024,Estados Unidos,NV,Renovable,21722.0,32379355.0,0.000670859564682496,0.37202180587554545,17.29303161719572,9.98612688605693,False,0.000670859564682496,-1.0028309063577752,-1.0086683113182995,Q1_baja,1,-1
2024,Estados Unidos,NY,Fosil,59041552.0,125316287.0,0.47114029160471377,0.9841766842059552,18.64635140343722,17.893752042111085,False,0.47114029160471377,-0.5323614743177438,-0.5354603113113713,Q1_baja,1,0
2024,Estados Unidos,NY,Otra,3984204.0,2014800.0,1.9774687313877308,0.01582331579404486,14.516030989180688,15.197848352186114,False,1.9774687313877308,0.9739669654652732,0.9796363555484358,Q4_alta,0,1
2024,Estados Unidos,OH,Fosil,130380132.0,234431354.0,0.5561548392541383,0.9999670873971647,19.272673373785963,18.685964841555254,False,0.5561548392541383,-0.4473469266683193,-0.4499509002318119,Q2_media_baja,1,0
2024,Estados Unidos,OH,Otra,24080.0,7716.0,3.1207879730430275,3.2912602835355046e-05,8.951180966457603,10.089178426799686,True,2.0049597247744537,2.1172862071205696,2.1296107744329036,Q4_alta,0,1
2024,Estados Unidos,OK,Fosil,57193576.0,107809764.0,0.5305046025330322,0.9995701125193348,18.495878796752233,17.86195215983522,False,0.5305046025330322,-0.47299716338942543,-0.4757504450946248,Q2_media_baja,1,0
2024,Estados Unidos,OK,Otra,343620.0,46366.0,7.411033947288962,0.0004298874806652158,10.744343278290193,12.747294584803214,True,2.0049597247744537,6.407532181366504,6.4448299550022154,Q4_alta,0,1
2024,Estados Unidos,OR,Fosil,20590638.0,49877792.0,0.41282176243888263,0.999459470475035,17.72508643160636,16.840347113005173,False,0.41282176243888263,-0.5906800034835751,-0.594118308346895,Q1_baja,1,0
2024,Estados Unidos,OR,Otra,55860.0,26975.0,2.0708063021316034,0.0005405295249650199,10.202702860801582,10.930621741236532,True,2.0049597247744537,1.0673045362091458,1.0735172374278241,Q4_alta,0,1
2024,Estados Unidos,PA,Fosil,141618674.0,315166094.0,0.4493461596792198,0.9945826399985747,19.56861034353793,18.768648616120974,False,0.4493461596792198,-0.5541556062432378,-0.557381305276124,Q1_baja,1,0
2024,Estados Unidos,PA,Otra,3027328.0,1716668.0,1.7634906691334609,0.005417360001425385,14.355896343194187,14.923191270568125,False,1.7634906691334609,0.7599889032110032,0.7644127427291328,Q4_alta,0,1
2024,Estados Unidos,RI,Fosil,7360088.0,17599124.0,0.4182076335163046,1.0,16.683359742863413,15.81158258302325,False,0.4182076335163046,-0.5852941324061531,-0.5887010865099933,Q1_baja,1,0
2024,Estados Unidos,SC,Fosil,53496952.0,79512014.0,0.6728159596108332,0.9988527365811535,18.19141870028073,17.795135256973307,False,0.6728159596108332,-0.3306858063116245,-0.33261070407245374,Q2_media_baja,1,0
2024,Estados Unidos,SC,Otra,295330.0,91326.0,3.2337997941440553,0.0011472634188464956,11.422201751232063,12.595852040210698,True,2.0049597247744537,2.230298028221598,2.243280429033987,Q4_alta,0,1
2024,Estados Unidos,SD,Fosil,4272159.0,6116041.0,0.6985170635710257,1.0,15.626425713240996,15.267630112104335,False,0.6985170635710257,-0.30498470235143194,-0.3067599958760963,Q2_media_baja,1,0
2024,Estados Unidos,TN,Fosil,55679458.0,68090377.0,0.8177287372046713,1.0,18.036346468919728,17.835121857707602,False,0.8177287372046713,-0.18577302871778634,-0.18685439985672284,Q3_media_alta,1,0
2024,Estados Unidos,TX,Fosil,423804824.0,722999874.0,0.5861755157097026,1.0,20.39891960723229,19.86478358882097,False,0.5861755157097026,-0.41732625021275505,-0.4197554756262365,Q2_media_baja,1,0
2024,Estados Unidos,UT,Fosil,42218244.0,55282207.0,0.7636859360553387,0.7987310133050155,17.827961678738905,17.558363031543216,False,0.7636859360553387,-0.2398158298671189,-0.241211780177389,Q3_media_alta,1,0
2024,Estados Unidos,UT,Renovable,10976.0,13930339.0,0.0007879205236857481,0.20126898669498447,16.449579753211175,9.303557453687317,False,0.0007879205236857481,-1.0027138453987718,-1.008550568956062,Q1_baja,0,-1
2024,Estados Unidos,VA,Fosil,57233442.0,126349745.0,0.4529763158603921,0.9933169328921273,18.654564381507576,17.86264895333055,False,0.4529763158603921,-0.5505254500620655,-0.5537300182227727,Q1_baja,1,0
2024,Estados Unidos,VA,Otra,1644934.0,850085.0,1.9350229682914062,0.006683067107872707,13.653092799819094,14.313211427723111,False,1.9350229682914062,0.9315212023689485,0.9369435187864703,Q4_alta,0,1
2024,Estados Unidos,VT,Fosil,16622.0,5220.0,3.1842911877394635,1.0,8.560444233410552,9.718542557535459,True,2.0049597247744537,2.180789421817006,2.193483636672239,Q4_alta,0,-1
2024,Estados Unidos,WA,Fosil,22958856.0,42197631.0,0.5440792635965749,0.9965689652277332,17.55787466368773,16.949214345946498,False,0.5440792635965749,-0.4594225023258828,-0.4620967669272739,Q2_media_baja,1,0
2024,Estados Unidos,WA,Otra,130878.0,145280.0,0.9008672907488987,0.003431034772266838,11.886425077071342,11.782028511220588,False,0.9008672907488987,-0.10263447517355895,-0.10323190290609155,Q3_media_alta,0,1
2024,Estados Unidos,WI,Fosil,64587660.0,94152872.0,0.6859871465206074,0.9997661903319857,18.36043032773728,17.983533944316875,False,0.6859871465206074,-0.3175146194018502,-0.31936284865224995,Q2_media_baja,1,0
2024,Estados Unidos,WI,Otra,41106.0,22019.0,1.8668422725827694,0.0002338096680143755,9.999706410276671,10.623933702283855,False,1.8668422725827694,0.8633405066603117,0.8683659482619315,Q4_alta,0,1
2024,Estados Unidos,WV,Fosil,87834321.0,93924951.0,0.9351542914299737,1.0,18.35800663837813,18.290962893381213,False,0.9351542914299737,-0.0683474744924839,-0.06874532011542225,Q3_media_alta,1,0
2024,Estados Unidos,WY,Fosil,63810282.0,60031106.0,1.0629536294067279,1.0,17.910373435837606,17.971424910876223,False,1.0629536294067279,0.05945186348427023,0.05979792840968815,Q3_media_alta,1,0
